分類,市町村コード,No,都道府県,市区町村名,地域区分,設置主体,運営主体,保育所型認定こども園,設置・運営主体名,名称,郵便番号,住所,建物ビル名,階数,部屋番号等,緯度,経度,電話番号,内線番号,FAX番号,URL,利用定員（2号）,利用定員（3号）,施設長又は代表者,認可・認定年月日（和暦）,認可・認定年月日（西暦）,備考,更新年月日
道内認可保育所,11070,札幌-255,北海道,札幌市西区,札幌（西）,社福,社福,,社会福祉法人ふろんてぃあ,発寒わんぱく保育園,063-0826,札幌市西区発寒6条14丁目18-23,,,,43.097687,141.26893,011-590-1890,,011-590-1919,,72,48,前田　秋一郎,平成23年4月1日,2011/4/1,,2022/3/15
道内認可保育所,11070,札幌-256,北海道,札幌市西区,札幌（西）,社福,社福,,社会福祉法人メイプル福祉会,発寒おおぞら保育園,063-0834,札幌市西区発寒14条2丁目10-57,,,,43.101398,141.297966,011-676-5177,,011-676-5166,http://www.ozora-hoikuen.jp/,51,39,阿藤　知憲,平成23年4月1日,2011/4/1,,2022/3/15
道内認可保育所,11070,札幌-257,北海道,札幌市西区,札幌（西）,社福,社福,,社会福祉法人札幌正栄会,宮の沢すずらん保育園,063-0051,札幌市西区宮の沢1条2丁目6-16,,,,43.090357,141.274306,011-662-8181,,011-662-8282,http://suzuran-hoikuen.net/modules/miyanosawa-suzuran/,45,45,清水　佳子,平成24年4月1日,2012/4/1,,2022/3/15
道内認可保育所,11070,札幌-258,北海道,札幌市西区,札幌（西）,株式,株式,,アートチャイルドケア株式会社,アートチャイルドケア琴似,063-0814,札幌市西区琴似4条1丁目1-40,,,,43.083119,141.304829,011-613-0123,,011-613-0117,http://www.the0123child.com/personal/area/hokkaido/acc-kotoni.php,33,27,飛谷　朋恵,平成24年4月1日,2012/4/1,,2022/3/15
道内認可保育所,11070,札幌-259,北海道,札幌市西区,札幌（西）,社福,社福,,社会福祉法人高砂福祉会,たかさごナーサリースクール札幌,063-0052,札幌市西区宮の沢2条5丁目3-7,,,,43.092976,141.264018,011-688-5218,,011-688-5217,http://tnss.tksg.ed.jp/,54,36,菅原　大輔,平成24年11月1日,2012/11/1,,2022/3/15
道内認可保育所,11070,札幌-260,北海道,札幌市西区,札幌（西）,株式,株式,,アートチャイルドケア株式会社,アートチャイルドケア札幌八軒,063-0866,札幌市西区八軒6条東3丁目8-6,,,,43.085653,141.319193,011-707-0126,,011-707-0127,http://www.the0123child.com/personal/area/hokkaido/acc-sapporo-hakken.php,33,27,上田　真弓,平成26年4月1日,2014/4/1,,2022/3/15
道内認可保育所,11070,札幌-261,北海道,札幌市西区,札幌（西）,社福,社福,,社会福祉法人幌北学園,発寒そらいろ保育園,063-0828,札幌市西区発寒8条11丁目2-8,,,,43.09423,141.27904,011-676-7650,,,,50,40,曽根　香子,平成27年4月1日,2015/4/1,,2022/3/15
道内認可保育所,11070,札幌-262,北海道,札幌市西区,札幌（西）,株式,株式,,アートチャイルドケア株式会社,アートチャイルドケア札幌二十四軒,063-0801,札幌市西区二十四軒1条4丁目2-35,,,,43.07048,141.31529,011-614-0123,,,,33,27,中川　基子,平成27年4月1日,2015/4/1,,2022/3/15
道内認可保育所,11070,札幌-263,北海道,札幌市西区,札幌（西）,社福,社福,,社会福祉法人孝仁会,ことに保育園,063-0804,札幌市西区二十四軒4条3丁目4-5,,,,43.07591,141.30847,011-640-3715,,,,50,40,寺西　由香,平成27年4月1日,2015/4/1,,2022/3/15
道内認可保育所,11070,札幌-264,北海道,札幌市西区,札幌（西）,学法,学法,,学校法人ふれ愛チャイルド,西野ふれ愛保育園,063-0031,札幌市西区西野1条2丁目6-16,,,,43.0769,141.2855,011-666-7117,,,,33,27,新井田　和佳,平成27年4月1日,2015/4/1,,2022/3/15
道内認可保育所,11070,札幌-265,北海道,札幌市西区,札幌（西）,株式,株式,,株式会社モード・プランニング・ジャパン,札幌宮の沢雲母保育園,063-0051,札幌市西区宮の沢1条4丁目7-20,,,,43.0941,141.2697,011-668-6350,,,,33,27,瀬川　裕子,平成28年4月1日,2016/4/1,,2022/3/15
道内認可保育所,11070,札幌-266,北海道,札幌市西区,札幌（西）,有限,有限,,有限会社秀雅会,発寒もりのわ保育園,063-0825,札幌市西区発寒5条8丁目13-6,,,,43.0868,141.2813,011-668-8808,,,,18,12,五十嵐　尚子,平成28年4月1日,2016/4/1,,2022/3/15
道内認可保育所,11070,札幌-267,北海道,札幌市西区,札幌（西）,株式,株式,,株式会社叶夢楼,琴似にじのいろ保育園,063-0813,札幌市西区琴似3条4丁目3-18,,,,43.0786,141.2996,011-633-2600,,,,22,18,安田　千香子,平成29年8月1日,2017/8/1,,2022/3/15
道内認可保育所,11070,札幌-268,北海道,札幌市西区,札幌（西）,株式,株式,,株式会社プライムランド,ピッコロ子ども倶楽部発寒南駅前園,063-0061,札幌市西区西町北6丁目4-14,,,,43.0806,141.2904,011-676-7228,,,,27,23,富田　真里江,平成30年4月1日,2018/4/1,,2022/3/15
道内認可保育所,11070,札幌-269,北海道,札幌市西区,札幌（西）,株式,株式,,株式会社叶夢楼,山の手にじのいろ保育園,063-0002,札幌市西区山の手2条7丁目3-26,,,,43.0673,141.2955,011-633-5700,,,,24,16,在家　麻衣子,平成30年10月1日,2018/10/1,,2022/3/15
道内認可保育所,11070,札幌-270,北海道,札幌市西区,札幌（西）,社福,社福,,社会福祉法人緑伸会,山の手あすみ保育園,063-0002,札幌市西区山の手2条4丁目5-19,,,,43.0697,141.2981,011-688-7933,,,,51,39,美濃　登美子,平成31年4月1日,2019/4/1,,2022/3/15
道内認可保育所,11070,札幌-271,北海道,札幌市西区,札幌（西）,社福,社福,,社会福祉法人緑伸会,平和あすみ保育園,063-0022,札幌市西区平和2条4丁目11-26,,,,43.0585,141.2579,011-676-9727,,,,51,39,小林　弘典,令和2年4月1日,2020/4/1,,2022/3/15
道内認可保育所,11070,札幌-272,北海道,札幌市西区,札幌（西）,株式,株式,,株式会社叶夢楼,平和にじのいろ保育園,063-0023,札幌市西区平和3条6丁目12-21,,,,43.0536,141.2554,011-668-7100,,,,35,25,加賀谷　美佳,令和2年4月1日,2020/4/1,,2022/3/15
道内認可保育所,11070,札幌-273,北海道,札幌市西区,札幌（西）,株式,株式,,中和興産株式会社,ちゅうわ発寒保育園,063-0829,札幌市西区発寒9条14丁目516-155,,,,43.1006,141.2731,011-663-1077,,,,24,16,照井　のぞみ,令和2年8月1日,2020/8/1,,2022/3/15
道内認可保育所,11070,札幌-274,北海道,札幌市西区,札幌（西）,社福,社福,〇,社会福祉法人夕張みどりの会,認定こども園かがやき,063-0847,札幌市西区八軒7条西11丁目2-15,,,,43.098367,141.302411,011-618-2288,,011-618-1166,http://yubari.midorino.jp/hoiku.html,59,51,伊藤　敦子,平成27年4月1日,2015/4/1,,2022/3/15
道内認可保育所,11070,札幌-275,北海道,札幌市西区,札幌（西）,社福,社福,〇,社会福祉法人石狩友愛福祉会,札幌西友愛認定こども園,063-0801,札幌市西区二十四軒1条7丁目1-3,,,,43.0658,141.3139,011-676-6762,,,,32,28,廣川　衣恵,平成30年4月1日,2018/4/1,,2022/3/15
道内認可保育所,11070,札幌-276,北海道,札幌市西区,札幌（西）,社福,社福,〇,社会福祉法人藤福祉会,認定こども園西野保育園,063-0037,札幌市西区西野7条2丁目1-45,,,,43.065748,141.275013,011-663-3333,,011-663-3344,,90,60,鈴木　寛典,平成31年4月1日,2019/4/1,,2022/3/15
道内認可保育所,11096,札幌-277,北海道,札幌市手稲区,札幌（手）,市町村,市町村,,札幌市,札幌市手稲区保育・子育て支援センター,006-0023,札幌市手稲区手稲本町3条2丁目4-15,,,,43.115578,141.240048,011-681-3160,,011-694-2749,,68,52,折笠　志保,平成18年4月1日,2006/4/1,,2022/3/15
道内認可保育所,11096,札幌-278,北海道,札幌市手稲区,札幌（手）,社福,社福,,社会福祉法人札幌みどり福祉会,あかつき山口保育園,006-0841,札幌市手稲区曙11条1丁目3-30,,,,43.147848,141.239153,011-682-2472,,011-682-2473,http://www.akatukiyamaguchi.ed.jp/,90,70,菊地　良子,昭和47年12月1日,1972/12/1,,2022/3/15
道内認可保育所,11096,札幌-279,北海道,札幌市手稲区,札幌（手）,社福,社福,,社会福祉法人愛敬園,手稲曙保育園,006-0832,札幌市手稲区曙2条1丁目2-31,,,,43.126656,141.238568,011-683-0363,,011-683-0364,http://www.sapporo-net.jp/aikeien/akebono/index.html,90,70,小池　好枝,昭和51年4月1日,1976/4/1,,2022/3/15
道内認可保育所,11096,札幌-280,北海道,札幌市手稲区,札幌（手）,社福,社福,,社会福祉法人発寒保育会,新発寒たんぽぽ保育園,006-0806,札幌市手稲区新発寒6条4丁目15-10,,,,43.118797,141.27776,011-686-0560,,011-686-0566,http://www.ans.co.jp/n/shinhassamutanpopo/top.html,52,38,斎藤　誠夫,平成4年4月1日,1992/4/1,,2022/3/15
道内認可保育所,11096,札幌-281,北海道,札幌市手稲区,札幌（手）,社福,社福,,社会福祉法人宮の沢福祉会,宮の沢さくら保育園,006-0004,札幌市手稲区西宮の沢4条1丁目1-20,,,,43.095816,141.261468,011-663-8118,,011-663-8146,http://www.kosodate-web.com/sakura/,66,54,前鼻　百合江,昭和55年2月1日,1980/2/1,,2022/3/15
道内認可保育所,11096,札幌-282,北海道,札幌市手稲区,札幌（手）,社福,社福,,社会福祉法人札幌みどり福祉会,前田中央保育園,006-0818,札幌市手稲区前田8条12丁目5-1,,,,43.13252,141.254946,011-681-0010,,011-681-8853,,54,36,吉田　純子,平成5年10月1日,1993/10/1,,2022/3/15
道内認可保育所,11096,札幌-283,北海道,札幌市手稲区,札幌（手）,社福,社福,,社会福祉法人札幌さより会,さより第２保育園,006-0011,札幌市手稲区富丘1条5丁目9-1,,,,43.112057,141.251835,011-691-8801,,011-691-8802,,54,36,宇野　拓史,平成16年4月1日,2004/4/1,,2022/3/15
道内認可保育所,11096,札幌-284,北海道,札幌市手稲区,札幌（手）,社福,社福,,社会福祉法人札幌晃学会,稲穂中央保育園,006-0034,札幌市手稲区稲穂4条7丁目1-15,,,,43.126396,141.212924,011-522-8300,,011-522-8305,,42,18,三村　泉,平成19年4月1日,2007/4/1,,2022/3/15
道内認可保育所,11096,札幌-285,北海道,札幌市手稲区,札幌（手）,学法,学法,,学校法人角谷学園,つくし保育園,006-0012,札幌市手稲区富丘2条4丁目7-6,,,,43.108558,141.252081,011-695-8661,,011-695-8911,http://www.tomiokatsukushi.jp/,41,39,角谷　瑞絵,平成22年4月1日,2010/4/1,,2022/3/15
道内認可保育所,11096,札幌-286,北海道,札幌市手稲区,札幌（手）,社福,社福,,社会福祉法人陽徳会,札幌北陽保育園,006-0860,札幌市手稲区手稲山口511-1,,,,43.140128,141.213881,011-215-8711,,011-215-8701,http://www.kosodate-web.com/sapporohokuyouhoiku/,55,35,村上　力成,平成23年4月1日,2011/4/1,,2022/3/15
道内認可保育所,11096,札幌-287,北海道,札幌市手稲区,札幌（手）,社福,社福,,社会福祉法人大藤福祉会,手稲やまなみ保育園,006-0032,札幌市手稲区稲穂2条5丁目5-5,,,,43.126099,141.218559,011-695-8073,,011-695-8075,,68,57,大谷　在我,平成25年4月1日,2013/4/1,,2022/3/15
道内認可保育所,11096,札幌-288,北海道,札幌市手稲区,札幌（手）,社福,社福,,社会福祉法人手稲福祉会,あすかぜ保育園,006-0861,札幌市手稲区明日風3丁目11-11,,,,43.138568,141.223589,011-676-4340,,011-676-4341,http://teinefukushikai.or.jp/,33,27,仁木　恒男,平成26年4月1日,2014/4/1,,2022/3/15
道内認可保育所,11096,札幌-289,北海道,札幌市手稲区,札幌（手）,社福,社福,,社会福祉法人桃の花メイト会,手稲桃の花保育園,006-0022,札幌市手稲区手稲本町2条4丁目1-23,,,,43.1191,141.2393,011-213-8741,,,,19,16,越智　美寿保,平成30年4月1日,2018/4/1,,2022/3/15
道内認可保育所,11096,札幌-290,北海道,札幌市手稲区,札幌（手）,株式,株式,,株式会社共通運輸,富丘バオバブ保育園,006-0012,札幌市手稲区富丘2条2丁目10-15,,,,43.1033,141.253,011-686-8082,,,,24,16,吉岡　健太郎,令和2年4月1日,2020/4/1,,2022/3/15
道内認可保育所,11096,札幌-291,北海道,札幌市手稲区,札幌（手）,社福,社福,,社会福祉法人キッズランド・リラ,しんはっさむライラック保育園,006-0801,札幌市手稲区新発寒1条1丁目1122-27,,,,43.1056,141.2703,011-215-5269,,,,51,39,角谷　ルミ,令和3年4月1日,2021/4/1,,2022/3/15
道内認可保育所,12041,旭川-001,北海道,旭川市,旭川,社福,社福,○,旭川養成会,北星おおぞら認定こども園,070-0832,旭川市旭町2条6丁目,,,,43.7859,142.3551,0166-51-2347,,,,60,50,杉山　祐介,平成29年4月1日,2017/4/1,,2022/3/15
道内認可保育所,12041,旭川-002,北海道,旭川市,旭川,市,市,,,新旭川保育所,070-0010,旭川市大雪通7丁目,,,,43.7834,142.3875,0166-23-5409,,,,60,30,高橋　千代美,昭和30年10月7日,1955/10/7,,2022/3/15
道内認可保育所,12041,旭川-003,北海道,旭川市,旭川,市,市,,,近文保育所,070-0823,旭川市緑町16丁目,,,,43.7883,142.3326,0166-51-0352,,,,64,32,武田　治恵,昭和36年12月1日,1961/12/1,,2022/3/15
道内認可保育所,12041,旭川-004,北海道,旭川市,旭川,市,市,,,神楽保育所,070-8004,旭川市神楽4条8丁目,,,,43.7576,142.3524,0166-61-2431,,,,42,24,多田　恭子,昭和42年10月30日,1967/10/30,,2022/3/15
道内認可保育所,12041,旭川-005,北海道,旭川市,旭川,社福,社福,,旭川隣保会,旭川隣保会乳児保育所,070-0810,旭川市本町2丁目,,,,43.779873,142.356165,0166-51-2526,,,,,60,瀧上　ひろみ,平成17年12月15日,2005/12/15,,2022/3/15
道内認可保育所,12041,旭川-006,北海道,旭川市,旭川,社福,社福,○,旭川隣保会,保育所型認定こども園旭川隣保会第二こども園,078-8212,旭川市2条通20丁目,,,,43.7615,142.379,0166-31-6084,,,,60,40,松田　智子,昭和23年12月1日,1948/12/1,,2022/3/15
道内認可保育所,12041,旭川-007,北海道,旭川市,旭川,宗教,宗教,○,願成寺,認定こども園慈光園保育所,078-8215,旭川市5条通19丁目,,,,43.7653,142.3787,0166-33-2023,,,,77,53,三谷　満,平成29年4月1日,2017/4/1,,2022/3/15
道内認可保育所,12041,旭川-008,北海道,旭川市,旭川,社福,社福,,聖公会北海道福祉会,旭川頌栄保育園,070-0052,旭川市2条西3丁目,,,,43.77090341,142.3453613,0166-23-9508,,,,36,24,矢部　幸子,昭和24年5月1日,1949/5/1,,2022/3/15
道内認可保育所,12041,旭川-009,北海道,旭川市,旭川,財団,財団,○,鉄道弘済会,鉄道弘済会旭川認定こども園,070-0872,旭川市春光2条8丁目,,,,43.8004,142.3759,0166-51-0572,,,,62,28,辺見　智子,平成31年4月1日,2019/4/1,,2022/3/15
道内認可保育所,12041,旭川-010,北海道,旭川市,旭川,社福,社福,,若樹会,こぐま保育園,070-0875,旭川市春光5条8丁目,,,,43.80520878,142.3688658,0166-51-9611,,,,45,30,山本  久美,昭和46年8月1日,1971/8/1,,2022/3/15
道内認可保育所,12041,旭川-011,北海道,旭川市,旭川,社福,社福,,のぞみ会,末広保育園,071-8136,旭川市末広6条2丁目,,,,43.8131794,142.3711438,0166-51-6545,,,,58,32,秋山　則子,昭和46年9月1日,1971/9/1,,2022/3/15
道内認可保育所,12041,旭川-012,北海道,旭川市,旭川,社福,社福,,わかば会,わかば保育園,070-0825,旭川市北門町9丁目,,,,43.7847751,142.3469197,0166-76-1655,,,,54,46,杉尾　志穂,昭和48年4月1日,1973/4/1,,2022/3/15
道内認可保育所,12041,旭川-013,北海道,旭川市,旭川,社福,社福,,誠幸会,東栄保育園,078-8344,旭川市東光4条5丁目,,,,43.751358,142.405987,0166-31-1241,,,,71,39,平尾　麻美,昭和48年11月29日,1973/11/29,,2022/3/15
道内認可保育所,12041,旭川-014,北海道,旭川市,旭川,社福,社福,,旭川福祉会,神楽岡保育園,078-8324,旭川市神楽岡14条4丁目,,,,43.74052247,142.3588703,0166-65-0015,,,,48,32,笠岡　正文,昭和49年4月1日,1974/4/1,,2022/3/15
道内認可保育所,12041,旭川-015,北海道,旭川市,旭川,社福,社福,○,東苑会,しらかば認定こども園,071-8132,旭川市末広2条8丁目,,,,43.8115,142.3921,0166-57-5218,,,,42,28,森田　文彦,平成29年4月1日,2017/4/1,,2022/3/15
道内認可保育所,12041,旭川-016,北海道,旭川市,旭川,社福,社福,,若樹会,忠和保育園,070-8042,旭川市忠和2条5丁目,,,,43.77839453,142.3231662,0166-62-4975,,,,41,34,鈴木　俊子,昭和50年11月28日,1975/11/28,,2022/3/15
道内認可保育所,12041,旭川-017,北海道,旭川市,旭川,社福,社福,○,賛美会,こひつじ認定こども園,078-8234,旭川市豊岡4条1丁目,,,,43.7522,142.3886,0166-33-1690,,,,49,41,古平　円,平成31年4月1日,2019/4/1,,2022/3/15
道内認可保育所,12041,旭川-018,北海道,旭川市,旭川,社福,社福,○,清豊会,認定こども園愛豊保育園,078-8241,旭川市豊岡11条4丁目,,,,43.7692,142.4011,0166-32-4011,,,,57,33,信田　隆司,平成31年4月1日,2019/4/1,,2022/3/15
道内認可保育所,12041,旭川-019,北海道,旭川市,旭川,社福,社福,,旭川福祉事業会,真和保育園,078-8357,旭川市東光17条5丁目,,,,43.738422,142.405418,0166-33-7996,,,,60,40,齊藤　いづみ,昭和53年4月1日,1978/4/1,,2022/3/15
道内認可保育所,12041,旭川-020,北海道,旭川市,旭川,社福,社福,,敬愛会,旭川保育園,070-8013,旭川市神居3条16丁目,,,,43.751903,142.339245,0166-62-6261,,,,42,33,田中　真紀子,昭和53年4月1日,1978/4/1,,2022/3/15
